player,salary,adj_salary,year_start,year_end,date,inflation_rate_percent,multiplier,adj_salary_audit,audit_delta
Andre Iguodala,1914480.0,2601724.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2623248.2362501794,21524.236250179354
Jason Collins,1887864.0,2565554.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2586778.6073921947,21224.60739219468
Jarvis Hayes,1879920.0,2554758.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2575893.623485979,21135.62348597916
Jared Jeffries,1834080.0,2492463.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2513082.991277908,20619.991277907975
Luke Jackson,1818720.0,2471589.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2492036.496716041,20447.496716041118
Jon Barry,1800000.0,2446149.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2466386.081468766,20237.08146876609
Rodney White,1797845.0,2443221.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2463433.269243452,20212.269243452232
Mickael Pietrus,1785960.0,2427069.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2447148.2700333097,20079.270033309702
Jerome Moiso,1760000.0,2391790.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2411577.5018805712,19787.501880571246
Melvin Ely,1742400.0,2367872.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2387461.7268617656,19589.72686176561
Brendan Haywood,1735305.0,2358231.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2377740.0550573096,19509.055057309568
Andris Biedrins,1727760.0,2347977.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2367401.7867324864,19424.78673248645
Steven Hunter,1720046.0,2337494.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2356831.952158903,19337.95215890277
Cezary Trybanski,1700000.0,2310252.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2329364.632498279,19112.632498279214
Charlie Ward,1700000.0,2310252.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2329364.632498279,19112.632498279214
Jarron Collins,1700000.0,2310252.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2329364.632498279,19112.632498279214
Jumaine Jones,1687500.0,2293265.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2312236.951376968,18971.951376968063
Jake Voskuhl,1687500.0,2293265.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2312236.951376968,18971.951376968063
Andrei Kirilenko,1671694.0,2271785.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2290579.341152693,18794.341152693145
Gerald Wallace,1652453.0,2245637.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2264215.0441562817,18578.044156281743
Erick Strickland,1650000.0,2242303.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2260853.9080130355,18550.908013035543
Robert Swift,1641360.0,2230562.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2249015.2548219855,18453.254821985494
Marcus Banks,1611840.0,2190445.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2208566.523085898,18121.52308589779
Ron Mercer,1600000.0,2174355.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2192343.183527792,17988.183527791873
Robert Traylor,1600000.0,2174355.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2192343.183527792,17988.183527791873
Scott Williams,1600000.0,2174355.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2192343.183527792,17988.183527791873
Lindsey Hunter,1600000.0,2174355.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2192343.183527792,17988.183527791873
Calbert Cheaney,1600000.0,2174355.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2192343.183527792,17988.183527791873
Tyronn Lue,1600000.0,2174355.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2192343.183527792,17988.183527791873
Wesley Person,1600000.0,2174355.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2192343.183527792,17988.183527791873
Maurice Williams,1600000.0,2174355.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2192343.183527792,17988.183527791873
Fred Hoiberg,1600000.0,2174355.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2192343.183527792,17988.183527791873
Chris Andersen,1600000.0,2174355.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2192343.183527792,17988.183527791873
Ibo Kutluay,1600000.0,2174355.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2192343.183527792,17988.183527791873
Darius Songaila,1600000.0,2174355.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2192343.183527792,17988.183527791873
Anthony Peeler,1600000.0,2174355.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2192343.183527792,17988.183527791873
Samuel Dalembert,1599549.0,2173742.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2191725.216792935,17983.21679293504
Fred Jones,1572480.0,2136956.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2154634.880771114,17678.880771114025
Sebastian Telfair,1559280.0,2119017.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2136548.04950701,17531.049507009797
Primoz Brezec,1554326.0,2112285.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2129760.006925012,17475.006925011985
Jamaal Tinsley,1554326.0,2112285.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2129760.006925012,17475.006925011985
Jay Williams,1550551.0,2107155.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2124587.447226376,17432.447226375807
Tony Parker,1545441.0,2100211.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2117585.6511839842,17374.651183984242
Luke Ridnour,1531200.0,2080858.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2098072.426636097,17214.42663609702
Zach Randolph,1504272.0,2044263.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2061175.2908573241,16912.290857324144
Jason Collier,1500000.0,2038458.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2055321.734557305,16863.734557304997
Joel Przybilla,1500000.0,2038458.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2055321.734557305,16863.734557304997
Bostjan Nachbar,1493880.0,2030141.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2046936.0218803112,16795.021880311193
Kris Humphries,1481400.0,2013181.0,2004,2005,2004-12-31,1.026772,1.37021448970487,2029835.7450487944,16654.74504879443
Earl Watson,1458000.0,1981381.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1997772.7259897005,16391.725989700528
Reece Gaines,1454640.0,1976815.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1993168.8053042921,16353.805304292124
Mike Wilks,1440092.0,1957044.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1973234.9249080657,16190.924908065703
Jiri Welsch,1419240.0,1928707.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1944663.2123687398,15956.212368739769
Al Jefferson,1407240.0,1912399.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1928220.6384922813,15821.638492281316
Jason Hart,1400000.0,1902560.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1918300.2855868181,15740.285586818121
Eddie House,1388327.0,1886696.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1902305.771848493,15609.771848493023
Troy Bell,1381920.0,1877990.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1893526.807612954,15536.80761295394
Juan Dixon,1348200.0,1832166.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1847323.1750201057,15157.175020105671
Walter McCarty,1337500.0,1817625.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1832661.8799802638,15036.879980263766
Kirk Snyder,1336920.0,1816836.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1831867.155576235,15031.155576234916
Daniel Santiago,1320000.0,1793843.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1808683.1264104284,14840.126410428435
Raja Bell,1320000.0,1793843.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1808683.1264104284,14840.126410428435
Zarko Cabarkapa,1312800.0,1784058.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1798817.5820845533,14759.582084553316
Kevin Willis,1300000.0,1766663.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1781278.836616331,14615.836616331013
Curtis Borchardt,1280880.0,1740680.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1755080.3355731738,14400.335573173827
Nate Huffman,1280000.0,1739484.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1753874.5468222336,14390.546822233591
Josh Smith,1270080.0,1726003.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1740282.0190843614,14279.019084361382
David West,1247160.0,1694855.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1708876.7029803258,14021.70298032579
Ryan Humphrey,1223160.0,1662240.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1675991.555227409,13751.555227408884
JR Smith,1206600.0,1639735.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1653300.8032778963,13565.803277896252
Rasual Butler,1200000.0,1630766.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1644257.3876458441,13491.387645844137
John Amaechi,1200000.0,1630766.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1644257.3876458441,13491.387645844137
Aleksandar Pavlovic,1191000.0,1618535.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1631925.4572385002,13390.45723850024
Kareem Rush,1174200.0,1595704.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1608905.8538114585,13201.853811458452
Dorell Wright,1152240.0,1565861.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1578815.9436175395,12954.94361753948
Dahntay Jones,1143360.0,1553794.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1566648.4389489603,12854.438948960276
Qyntel Woods,1127280.0,1531942.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1544615.389954506,12673.389954505954
Jameer Nelson,1106160.0,1503240.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1515676.4599319391,12436.459931939142
Kenny Anderson,1100000.0,1494869.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1507235.938675357,12366.938675357029
Steve Smith,1100000.0,1494869.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1507235.938675357,12366.938675357029
Avery Johnson,1100000.0,1494869.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1507235.938675357,12366.938675357029
Bryon Russell,1100000.0,1494869.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1507235.938675357,12366.938675357029
Stacey Augmon,1100000.0,1494869.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1507235.938675357,12366.938675357029
Vladimir Stepania,1100000.0,1494869.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1507235.938675357,12366.938675357029
Robert Horry,1100000.0,1494869.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1507235.938675357,12366.938675357029
Tony Massenburg,1100000.0,1494869.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1507235.938675357,12366.938675357029
Boris Diaw,1097640.0,1491662.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1504002.2324796536,12340.232479653554
Casey Jacobsen,1082160.0,1470625.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1482791.3121790222,12166.312179022236
Pavel Podkolzin,1061880.0,1443065.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1455003.3623278074,11938.36232780735
Zoran Planinic,1053720.0,1431976.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1443822.4120918156,11846.412091815611
Tayshaun Prince,1038960.0,1411917.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1423598.0462237718,11681.046223771758
Viktor Khryapa,1019400.0,1385336.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1396796.6508051446,11460.65080514457
Travis Outlaw,1011600.0,1374736.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1386108.9777854464,11372.977785446448
Travis Best,1000000.0,1358972.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1370214.48970487,11242.48970486992
Raul Lopez,997320.0,1355330.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1366542.314872461,11212.314872460905
Samaki Walker,995046.0,1352239.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1363426.447122872,11187.447122872109
Brian Cook,971160.0,1319779.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1330697.5038217816,10918.503821781604
Frank Williams,957480.0,1301188.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1311952.969602619,10764.969602619065
Delonte West,939480.0,1276727.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1287289.1087879313,10562.108787931269
Nenad Krstic,939480.0,1276727.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1287289.1087879313,10562.108787931269
Jacque Vaughn,932546.0,1267303.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1277788.0415163178,10485.041516317753
Brevin Knight,932546.0,1267303.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1277788.0415163178,10485.041516317753
Amal McCaskill,932546.0,1267303.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1277788.0415163178,10485.041516317753
Darvin Ham,932546.0,1267303.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1277788.0415163178,10485.041516317753
Rick Brunson,932546.0,1267303.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1277788.0415163178,10485.041516317753
John Salmons,925680.0,1257973.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1268380.148830004,10407.148830004036
Kendall Gill,912195.0,1239647.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1249902.8064363338,10255.806436333805
Tony Allen,901920.0,1225684.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1235823.8525546163,10139.852554616285
Carlos Delfino,901920.0,1225684.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1235823.8525546163,10139.852554616285
Ndudi Ebi,901440.0,1225031.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1235166.149599558,10135.149599557975
Brian Scalabrine,900000.0,1223074.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1233193.040734383,10119.040734383045
Maciej Lampe,900000.0,1223074.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1233193.040734383,10119.040734383045
Chris Jefferies,899040.0,1221770.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1231877.6348242664,10107.634824266424
Dan Dickau,893400.0,1214105.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1224149.625102331,10044.62510233093
Reggie Evans,880000.0,1195895.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1205788.7509402856,9893.750940285623
Kendrick Perkins,875400.0,1189644.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1199485.7642876431,9841.764287643135
Kevin Martin,872040.0,1185077.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1194881.843602235,9804.843602234963
Adrian Griffin,870046.0,1182368.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1192149.6359097634,9781.635909763398
Mark Pope,870046.0,1182368.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1192149.6359097634,9781.635909763398
Mikki Moore,870046.0,1182368.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1192149.6359097634,9781.635909763398
Bruno Sundov,870046.0,1182368.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1192149.6359097634,9781.635909763398
Leandro Barbosa,870000.0,1182305.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1192086.606043237,9781.606043237029
Josh Howard,863640.0,1173662.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1183372.041888714,9710.04188871407
Sasha Vujacic,846840.0,1150831.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1160352.438461672,9521.438461672049
Michael Curry,845122.0,1148497.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1157998.4099683592,9501.409968359163
Beno Udrih,841680.0,1143819.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1153282.131694795,9463.131694795098
David Harrison,835560.0,1135502.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1144896.4190178013,9394.419017801294
Bobby Simmons,825000.0,1121151.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1130426.9540065178,9275.954006517772
Scott Padgett,807546.0,1097432.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1106511.230303209,9079.230303209042
Zendon Hamilton,807546.0,1097432.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1106511.230303209,9079.230303209042
Anthony Carter,807546.0,1097432.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1106511.230303209,9079.230303209042
Milt Palacio,807546.0,1097432.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1106511.230303209,9079.230303209042
Ryan Bowen,807046.0,1096752.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1105826.1230583566,9074.123058356578
Didier Ilunga-Mbenga,800000.0,1087177.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1096171.591763896,8994.591763895936
Anderson Varejao,788000.0,1070869.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1079729.0178874375,8860.017887437483
Loren Woods,755000.0,1026023.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1034511.9397271769,8488.939727176912
Mamadou N'diaye,750000.0,1019229.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1027660.8672786525,8431.867278652498
Keith McLeod,750000.0,1019229.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1027660.8672786525,8431.867278652498
Rodney Buford,745046.0,1012496.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1020872.8246966546,8376.82469665457
DerMarr Johnson,745046.0,1012496.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1020872.8246966546,8376.82469665457
Ansu Sesay,745046.0,1012496.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1020872.8246966546,8376.82469665457
Keyon Dooling,745046.0,1012496.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1020872.8246966546,8376.82469665457
Wang Zhizhi,745046.0,1012496.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1020872.8246966546,8376.82469665457
Mark Madsen,745046.0,1012496.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1020872.8246966546,8376.82469665457
Lee Nailon,745046.0,1012496.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1020872.8246966546,8376.82469665457
Sean Marks,745046.0,1012496.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1020872.8246966546,8376.82469665457
Laron Profit,745046.0,1012496.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1020872.8246966546,8376.82469665457
Michael Ruffin,745046.0,1012496.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1020872.8246966546,8376.82469665457
Marcus Fizer,735960.0,1000149.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1008423.0558431961,8274.05584319611
Mateen Cleaves,735960.0,1000149.0,2004,2005,2004-12-31,1.026772,1.37021448970487,1008423.0558431961,8274.05584319611
Jabari Smith,720046.0,978522.0,2004,2005,2004-12-31,1.026772,1.37021448970487,986617.4624540329,8095.462454032851
Eddie Gill,720046.0,978522.0,2004,2005,2004-12-31,1.026772,1.37021448970487,986617.4624540329,8095.462454032851
Tierre Brown,720046.0,978522.0,2004,2005,2004-12-31,1.026772,1.37021448970487,986617.4624540329,8095.462454032851
Jamison Brewer,720046.0,978522.0,2004,2005,2004-12-31,1.026772,1.37021448970487,986617.4624540329,8095.462454032851
Michael Bradley,720046.0,978522.0,2004,2005,2004-12-31,1.026772,1.37021448970487,986617.4624540329,8095.462454032851
Aleksandar Radojevic,720046.0,978522.0,2004,2005,2004-12-31,1.026772,1.37021448970487,986617.4624540329,8095.462454032851
Jamal Sampson,695046.0,944548.0,2004,2005,2004-12-31,1.026772,1.37021448970487,952362.1002114111,7814.1002114111325
Tamar Slay,695046.0,944548.0,2004,2005,2004-12-31,1.026772,1.37021448970487,952362.1002114111,7814.1002114111325
Jannero Pargo,695046.0,944548.0,2004,2005,2004-12-31,1.026772,1.37021448970487,952362.1002114111,7814.1002114111325
Smush Parker,695046.0,944548.0,2004,2005,2004-12-31,1.026772,1.37021448970487,952362.1002114111,7814.1002114111325
Dan Gadzuric,695046.0,944548.0,2004,2005,2004-12-31,1.026772,1.37021448970487,952362.1002114111,7814.1002114111325
Eddie Griffin,695046.0,944548.0,2004,2005,2004-12-31,1.026772,1.37021448970487,952362.1002114111,7814.1002114111325
Junior Harrington,695046.0,944548.0,2004,2005,2004-12-31,1.026772,1.37021448970487,952362.1002114111,7814.1002114111325
Ronald Murray,695046.0,944548.0,2004,2005,2004-12-31,1.026772,1.37021448970487,952362.1002114111,7814.1002114111325
Richie Frahm,695046.0,944548.0,2004,2005,2004-12-31,1.026772,1.37021448970487,952362.1002114111,7814.1002114111325
Matt Barnes,695046.0,944548.0,2004,2005,2004-12-31,1.026772,1.37021448970487,952362.1002114111,7814.1002114111325
Maurice Evans,695046.0,944548.0,2004,2005,2004-12-31,1.026772,1.37021448970487,952362.1002114111,7814.1002114111325
Devin Brown,695046.0,944548.0,2004,2005,2004-12-31,1.026772,1.37021448970487,952362.1002114111,7814.1002114111325
Jason Kapono,620046.0,842625.0,2004,2005,2004-12-31,1.026772,1.37021448970487,849596.0134835459,6971.013483545859
Keith Bogans,620046.0,842625.0,2004,2005,2004-12-31,1.026772,1.37021448970487,849596.0134835459,6971.013483545859
Theron Smith,620046.0,842625.0,2004,2005,2004-12-31,1.026772,1.37021448970487,849596.0134835459,6971.013483545859
Tommy Smith,620046.0,842625.0,2004,2005,2004-12-31,1.026772,1.37021448970487,849596.0134835459,6971.013483545859
Francisco Elson,620046.0,842625.0,2004,2005,2004-12-31,1.026772,1.37021448970487,849596.0134835459,6971.013483545859
Ronald Dupree,620046.0,842625.0,2004,2005,2004-12-31,1.026772,1.37021448970487,849596.0134835459,6971.013483545859
James Jones,620046.0,842625.0,2004,2005,2004-12-31,1.026772,1.37021448970487,849596.0134835459,6971.013483545859
Quinton Ross,620046.0,842625.0,2004,2005,2004-12-31,1.026772,1.37021448970487,849596.0134835459,6971.013483545859
Luke Walton,620046.0,842625.0,2004,2005,2004-12-31,1.026772,1.37021448970487,849596.0134835459,6971.013483545859
Jerome Beasley,620046.0,842625.0,2004,2005,2004-12-31,1.026772,1.37021448970487,849596.0134835459,6971.013483545859
Udonis Haslem,620046.0,842625.0,2004,2005,2004-12-31,1.026772,1.37021448970487,849596.0134835459,6971.013483545859
Zaza Pachulia,620046.0,842625.0,2004,2005,2004-12-31,1.026772,1.37021448970487,849596.0134835459,6971.013483545859
Alex Garcia,620046.0,842625.0,2004,2005,2004-12-31,1.026772,1.37021448970487,849596.0134835459,6971.013483545859
Brandon Hunter,620046.0,842625.0,2004,2005,2004-12-31,1.026772,1.37021448970487,849596.0134835459,6971.013483545859
Josh Davis,620046.0,842625.0,2004,2005,2004-12-31,1.026772,1.37021448970487,849596.0134835459,6971.013483545859
Kyle Korver,620046.0,842625.0,2004,2005,2004-12-31,1.026772,1.37021448970487,849596.0134835459,6971.013483545859
Willie Green,620046.0,842625.0,2004,2005,2004-12-31,1.026772,1.37021448970487,849596.0134835459,6971.013483545859
Linton Johnson,620046.0,842625.0,2004,2005,2004-12-31,1.026772,1.37021448970487,849596.0134835459,6971.013483545859
Steve Blake,620046.0,842625.0,2004,2005,2004-12-31,1.026772,1.37021448970487,849596.0134835459,6971.013483545859
Peter John Ramos,600000.0,815383.0,2004,2005,2004-12-31,1.026772,1.37021448970487,822128.6938229221,6745.693822922069
Lonny Baxter,542475.0,737208.0,2004,2005,2004-12-31,1.026772,1.37021448970487,743307.1053026493,6099.105302649317
Efthimios Rentzias,516865.0,702405.0,2004,2005,2004-12-31,1.026772,1.37021448970487,708215.9122213076,5810.912221307633
Kaniel Dickens,483938.0,657658.0,2004,2005,2004-12-31,1.026772,1.37021448970487,663098.8597187954,5440.8597187954
Lionel Chalmers,450000.0,611537.0,2004,2005,2004-12-31,1.026772,1.37021448970487,616596.5203671915,5059.520367191522
Donta Smith,425000.0,577563.0,2004,2005,2004-12-31,1.026772,1.37021448970487,582341.1581245698,4778.1581245698035
Royal Ivey,425000.0,577563.0,2004,2005,2004-12-31,1.026772,1.37021448970487,582341.1581245698,4778.1581245698035
Justin Reed,385277.0,523580.0,2004,2005,2004-12-31,1.026772,1.37021448970487,527912.1279500232,4332.127950023161
Bernard Robinson,385277.0,523580.0,2004,2005,2004-12-31,1.026772,1.37021448970487,527912.1279500232,4332.127950023161
Chris Duhon,385277.0,523580.0,2004,2005,2004-12-31,1.026772,1.37021448970487,527912.1279500232,4332.127950023161
Jared Reiner,385277.0,523580.0,2004,2005,2004-12-31,1.026772,1.37021448970487,527912.1279500232,4332.127950023161
Arthur Johnson,385277.0,523580.0,2004,2005,2004-12-31,1.026772,1.37021448970487,527912.1279500232,4332.127950023161
Horace Jenkins,385277.0,523580.0,2004,2005,2004-12-31,1.026772,1.37021448970487,527912.1279500232,4332.127950023161
Luis Flores,385277.0,523580.0,2004,2005,2004-12-31,1.026772,1.37021448970487,527912.1279500232,4332.127950023161
Andre Barrett,385277.0,523580.0,2004,2005,2004-12-31,1.026772,1.37021448970487,527912.1279500232,4332.127950023161
John Edwards,385277.0,523580.0,2004,2005,2004-12-31,1.026772,1.37021448970487,527912.1279500232,4332.127950023161
Andre Emmett,385277.0,523580.0,2004,2005,2004-12-31,1.026772,1.37021448970487,527912.1279500232,4332.127950023161
Antonio Burks,385277.0,523580.0,2004,2005,2004-12-31,1.026772,1.37021448970487,527912.1279500232,4332.127950023161
Trevor Ariza,385277.0,523580.0,2004,2005,2004-12-31,1.026772,1.37021448970487,527912.1279500232,4332.127950023161
Damien Wilkins,385277.0,523580.0,2004,2005,2004-12-31,1.026772,1.37021448970487,527912.1279500232,4332.127950023161
Mario Kasun,385277.0,523580.0,2004,2005,2004-12-31,1.026772,1.37021448970487,527912.1279500232,4332.127950023161
Jackson Vroman,385277.0,523580.0,2004,2005,2004-12-31,1.026772,1.37021448970487,527912.1279500232,4332.127950023161
Erik Daniels,385277.0,523580.0,2004,2005,2004-12-31,1.026772,1.37021448970487,527912.1279500232,4332.127950023161
Romain Sato,385277.0,523580.0,2004,2005,2004-12-31,1.026772,1.37021448970487,527912.1279500232,4332.127950023161
Matt Bonner,385277.0,523580.0,2004,2005,2004-12-31,1.026772,1.37021448970487,527912.1279500232,4332.127950023161
Pape Sow,385277.0,523580.0,2004,2005,2004-12-31,1.026772,1.37021448970487,527912.1279500232,4332.127950023161
Matt Freije,380579.0,517195.0,2004,2005,2004-12-31,1.026772,1.37021448970487,521474.86027738976,4279.860277389758
Corsley Edwards,319498.0,434188.0,2004,2005,2004-12-31,1.026772,1.37021448970487,437780.78903172654,3592.789031726541
Tony Bobbitt,305403.0,415034.0,2004,2005,2004-12-31,1.026772,1.37021448970487,418467.6157993364,3433.615799336403
Roger Mason,203428.0,276452.0,2004,2005,2004-12-31,1.026772,1.37021448970487,278739.9932116823,2287.993211682304
Jelani McCoy,167418.0,227516.0,2004,2005,2004-12-31,1.026772,1.37021448970487,229398.56943740993,1882.5694374099257
Anthony Goldwire,116713.0,158609.0,2004,2005,2004-12-31,1.026772,1.37021448970487,159921.8437369245,1312.843736924493
Yuta Tabuse,108066.0,146858.0,2004,2005,2004-12-31,1.026772,1.37021448970487,148073.59904444648,1215.5990444464842
Awvee Storey,84573.0,114932.0,2004,2005,2004-12-31,1.026772,1.37021448970487,115883.15003780997,951.1500378099736
Tremaine Fowlkes,79029.0,107398.0,2004,2005,2004-12-31,1.026772,1.37021448970487,108286.68090688618,888.6809068861767
Courtney Alexander,79029.0,107398.0,2004,2005,2004-12-31,1.026772,1.37021448970487,108286.68090688618,888.6809068861767
Geno Carlisle,65779.0,89391.0,2004,2005,2004-12-31,1.026772,1.37021448970487,90131.33891829665,740.3389182966494
Britton Johnsen,45369.0,61655.0,2004,2005,2004-12-31,1.026772,1.37021448970487,62165.26118342025,510.2611834202471
